source	target	is_directed	is_stimulation	is_inhibition	consensus_direction	consensus_stimulation	consensus_inhibition	dip_url
P00533	P67775	1	1	0	0	0	0	
P06213	P67775	1	0	0	0	0	0	
P06239	P67775	1	0	0	0	0	0	
P23470	P29353	1	0	0	0	0	0	
P00533	Q9P219	1	0	0	0	0	0	
P06213	Q9P219	1	0	0	0	0	0	
P00533	O60331	1	1	0	1	1	0	
P06239	P12235	1	0	0	0	0	0	
Q86U90	P78352	1	0	0	0	0	0	
P00533	Q9NWQ8	1	0	0	0	0	0	
P12931	P35637	1	0	0	0	0	0	
P12931	P31431	1	0	0	0	0	0	
P12931	Q15417	1	0	0	0	0	0	
P12931	Q01844	1	0	0	0	0	0	
P00533	O43597	1	0	0	0	0	0	
P22607	O43597	1	0	0	0	0	0	
P51451	Q9UN19	1	1	0	1	1	0	
P06241	Q9UN19	1	1	0	1	1	0	
P07947	Q9UN19	1	1	0	1	1	0	
P08631	Q9UN19	1	1	0	1	1	0	
P09769	Q9UN19	1	1	0	1	1	0	
P06213	Q9UN19	1	0	0	0	0	0	
P00533	Q9UN19	1	0	0	0	0	0	
P41240	O15259	1	0	0	0	0	0	
P01266	P78347	1	0	0	0	0	0	
P12931	P19367	1	0	0	0	0	0	
P01042	P49789	1	0	0	0	0	0	
P41240	P49789	1	0	0	0	0	0	
P12931	O14965	1	0	0	0	0	0	
Q9Y316	P03372	1	0	0	0	0	0	
P41240	P03372	1	0	0	0	0	0	
O14544	P00533	1	0	0	0	0	0	
P25106	P00533	1	0	0	0	0	0	
Q92633	Q14289	1	0	0	0	0	0	
Q9HBW0	Q14289	1	1	0	1	1	0	
Q16620	Q14289	1	0	0	0	0	0	
P05305	Q14289	1	1	0	1	1	0	
O75593	Q14289	1	0	0	0	0	0	
P01133	Q14289	1	0	0	0	0	0	
P01019	Q14289	1	0	0	0	0	0	
Q02297	Q14289	1	0	0	0	0	0	
P04196	Q14289	1	0	0	0	0	0	
P02751	Q14289	1	0	0	0	0	0	
P12931	Q96AC1	1	0	0	0	0	0	
P11274	P16885	1	0	0	0	0	0	
P41240	O14746	1	0	0	0	0	0	
P12931	Q6UN15	1	0	0	0	0	0	
P12931	P16591	1	0	0	0	0	0	
P21802	O00560	1	0	0	0	0	0	
Q9HBW0	Q15654	1	1	0	1	1	0	
P12931	Q9UK17	1	0	0	0	0	0	
O00141	Q9H4A3	1	0	0	0	0	0	
O75582	Q9H4A3	1	0	0	0	0	0	
Q92504	Q9H4A3	1	0	0	0	0	0	
P01308	Q9H4A3	1	0	0	0	0	0	
P09486	Q9H4A3	1	0	0	0	0	0	
Q13164	O43524	1	0	0	0	0	0	
P01133	Q92597	1	0	0	0	0	0	
P55774	Q92597	1	0	0	0	0	0	
P00533	Q92597	1	0	0	0	0	0	
O00141	P45985	1	0	0	0	0	0	
Q15389	P45985	1	0	0	0	0	0	
Q96BR1	Q9Y2I7	1	0	0	0	0	0	
O00141	Q6R327	1	0	0	0	0	0	
Q6R327	O00141	1	1	0	1	1	0	
Q9UBS0	Q6R327	1	0	0	0	0	0	
Q13418	Q6R327	1	0	0	0	0	0	
Q13554	Q16625	1	0	0	0	0	0	
Q13557	Q16625	1	0	0	0	0	0	
Q13555	Q16625	1	0	0	0	0	0	
Q9H4B4	Q16625	1	0	0	0	0	0	
Q8WTQ7	Q16625	1	0	0	0	0	0	
O43683	P0C0S8	1	0	0	0	0	0	
P53350	Q12834	1	0	0	0	0	0	
P26373	P24941	1	0	0	0	0	0	
P35520	P24941	1	0	0	0	0	0	
P00813	P24941	1	0	0	0	0	0	
Q13972	P24941	1	0	0	0	0	0	
Q00526	P24941	1	0	0	0	0	0	
P24941	P51946	1	0	0	0	0	0	
P51946	P24941	1	0	1	1	0	1	
Q9UQ80	P24941	1	0	0	0	0	0	
O75385	P08237	1	0	0	0	0	0	
O75385	Q8N122	1	0	0	0	0	0	
Q8N122	O75385	1	0	0	0	0	0	
O75385	P09467	1	0	0	0	0	0	
Q8IYT8	A2RUS2	1	0	0	0	0	0	
O75385	P06733	1	0	0	0	0	0	
O75385	Q7Z3C6	1	0	0	0	0	0	
Q8IYT8	Q86WV6	1	0	0	0	0	0	
Q8IYT8	O15027	1	0	0	0	0	0	
P01350	Q8N122	1	0	0	0	0	0	
P01178	Q8N122	1	0	0	0	0	0	
P10415	P05412	1	0	0	0	0	0	
P06239	P05412	1	0	0	0	0	0	
P55040	P05412	1	0	0	0	0	0	
P25189	P05412	1	0	0	0	0	0	
P01308	P05412	1	0	0	0	0	0	
P51812	P18846	1	0	0	0	0	0	
P24941	Q14934	1	0	0	0	0	0	
O96020	Q12800	1	0	0	0	0	0	
P50750	P06400	1	1	0	1	1	0	
Q01638	P06400	1	0	0	0	0	0	
P06400	Q00987	1	0	1	0	0	0	
Q00987	P06400	1	1	1	1	1	1	
P11172	P06400	1	0	0	0	0	0	
P20248	P03372	1	0	0	0	0	0	
P78527	P03372	1	0	0	0	0	0	
Q16821	P03372	1	0	0	0	0	0	
O60603	P03372	1	0	0	0	0	0	
Q9Y4L1	P03372	1	0	0	0	0	0	
O95639	P03372	1	0	0	0	0	0	
P38484	P03372	1	0	0	0	0	0	
P24864	Q5TKA1	1	0	0	0	0	0	
P24941	Q712K3	1	0	0	0	0	0	
P30085	P18846	1	0	0	0	0	0	
P06493	P42575	1	0	0	0	0	0	
P68400	O60671	1	0	0	0	0	0	
P01133	Q13153	1	0	0	0	0	0	
Q92905	P04637	1	0	0	0	0	0	
Q9BT78	P04637	1	0	0	0	0	0	
P68400	Q9HA82	1	0	0	0	0	0	
P68400	P16220	1	0	0	0	0	0	
P49418	Q16623	1	0	0	0	0	0	
P68400	Q14940	1	0	0	0	0	0	
P19784	P13349	1	0	0	0	0	0	
P19784	P03372	1	0	0	0	0	0	
P68400	P67870	1	0	0	0	0	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=717
P49674	Q13148	1	0	0	0	0	0	
O00311	Q13148	1	0	0	0	0	0	
P19784	P21673	1	0	0	0	0	0	
P25205	Q16543	1	0	0	0	0	0	
P68400	P51946	1	0	0	0	0	0	
P01133	P51946	1	0	0	0	0	0	
P20248	Q14493	1	0	0	0	0	0	
P05231	Q15672	1	0	0	0	0	0	
P19784	P04818	1	0	0	0	0	0	
P68400	P43629	1	0	0	0	0	0	
Q9UBU7	P49736	1	1	0	1	1	0	
P49841	P12830	1	0	0	0	0	0	
Q16828	P06401	1	0	0	0	0	0	
P68400	Q15596	1	0	0	0	0	0	
P68400	Q12798	1	0	0	0	0	0	
P06744	Q13547	1	0	0	0	0	0	
Q9UBE8	Q13547	1	0	0	0	0	0	
Q02297	P25490	1	0	0	0	0	0	
P68400	Q6ZMG9	1	0	0	0	0	0	
P67870	P38398	1	0	0	0	0	0	
Q13131	P35638	1	0	0	0	0	0	
P68400	Q06787	1	0	0	0	0	0	
P68400	P50895	1	0	0	0	0	0	
P68400	O75676	1	0	0	0	0	0	
Q9BXM7	O15379	1	0	0	0	0	0	
Q5S007	O15379	1	0	0	0	0	0	
P68400	Q96IZ0	1	0	0	0	0	0	
O15297	O60341	1	0	0	0	0	0	
O94921	P41236	1	0	0	0	0	0	
P19784	O75376	1	0	0	0	0	0	
P24941	Q13426	1	0	0	0	0	0	
P68400	P30291	1	0	0	0	0	0	
P19784	P35226	1	0	0	0	0	0	
P68400	P10243	1	0	0	0	0	0	
P15056	P23760	1	0	0	0	0	0	
P49841	P23760	1	0	0	0	0	0	
O95259	P23760	1	0	0	0	0	0	
P01308	P20042	1	0	0	0	0	0	
Q92844	P25963	1	0	0	0	0	0	
P01375	Q9HCU9	1	0	0	0	0	0	
P03372	Q13323	1	0	0	0	0	0	
P01019	Q92769	1	0	0	0	0	0	
P48729	P01106	1	0	0	0	0	0	
P68400	P10244	1	0	0	0	0	0	
P19784	Q13509	1	0	0	0	0	0	
Q00534	Q08050	1	0	0	0	0	0	
P01579	P06400	1	0	0	0	0	0	
P41159	P06400	1	0	0	0	0	0	
P30304	P06400	1	0	0	0	0	0	
P00813	P06400	1	0	0	0	0	0	
Q02750	P06400	1	0	0	0	0	0	
P55000	P06400	1	0	0	0	0	0	
Q9UQM7	P46527	1	0	0	0	0	0	
Q00536	P46527	1	0	0	0	0	0	
Q13627	P46527	1	0	0	0	0	0	
P16949	P46527	1	0	0	0	0	0	
P01308	P46527	1	0	0	0	0	0	
P09038	P46527	1	0	0	0	0	0	
Q9Y463	P46527	1	0	0	0	0	0	
P07858	P46527	1	0	0	0	0	0	
P63000	P46527	1	0	0	0	0	0	
Q92817	P46527	1	0	0	0	0	0	
P04083	P46527	1	0	0	0	0	0	
P45983	P46527	1	0	0	0	0	0	
Q13464	P46527	1	0	0	0	0	0	
O14894	P46527	1	0	0	0	0	0	
Q15311	P46527	1	0	0	0	0	0	
P84022	P46527	1	1	0	1	1	0	
O43704	P46527	1	0	0	0	0	0	
P14210	P46527	1	0	0	0	0	0	
Q00534	P06748	1	0	0	0	0	0	
O00311	P06748	1	0	0	0	0	0	
P41279	P06748	1	0	0	0	0	0	
P30307	P06748	1	0	0	0	0	0	
P42336	P06748	1	0	0	0	0	0	
P11802	P06748	1	0	0	0	0	0	
P14635	P06748	1	0	0	0	0	0	
O96020	P06748	1	0	0	0	0	0	
P04632	P06400	1	0	0	0	0	0	
Q00534	Q92879	1	0	0	0	0	0	
P11802	Q92879	1	0	0	0	0	0	
P49841	Q92879	1	0	0	0	0	0	
P30281	Q92879	1	0	0	0	0	0	
Q02750	Q08050	1	1	0	1	1	0	
O96020	P06400	1	1	0	1	1	0	
Q00534	Q96KS0	1	0	0	0	0	0	
P11802	Q96KS0	1	0	0	0	0	0	
Q6P2M8	Q14012	1	0	0	0	0	0	
O95817	Q9UKV8	1	0	0	0	0	0	
P13686	P04792	1	0	0	0	0	0	
Q86XP6	P04792	1	0	0	0	0	0	
P06213	P04792	1	0	0	0	0	0	
Q96KG9	P04792	1	0	0	0	0	0	
Q9UBS0	Q15633	1	0	0	0	0	0	
P31749	Q15633	1	0	0	0	0	0	
Q99986	P09651	1	0	0	0	0	0	
P42345	O95747	1	0	0	0	0	0	
Q9HD89	O00141	1	0	0	0	0	0	
O00206	O00141	1	0	0	0	0	0	
P01019	O00141	1	0	0	0	0	0	
O00230	O00141	1	0	0	0	0	0	
P52272	O00141	1	0	0	0	0	0	
O00141	Q15119	1	0	0	0	0	0	
Q15119	O00141	1	0	0	0	0	0	
P01308	O00141	1	1	0	1	1	0	
P85299	O00141	1	1	0	1	1	0	
Q8TB45	O00141	1	0	0	0	0	0	
P42345	Q6PKG0	1	0	0	0	0	0	
P24941	Q6PKG0	1	0	0	0	0	0	
P41279	Q13541	1	0	0	0	0	0	
O75676	Q13541	1	1	0	1	1	0	
Q9UBU3	Q13541	1	0	0	0	0	0	
Q8TB45	Q13541	1	0	0	0	0	0	
P42345	Q9Y2J4	1	0	0	0	0	0	
P01308	Q96B36	1	0	0	0	0	0	
Q8TB45	Q9H1K1	1	0	0	0	0	0	
P42345	Q86TB9	1	0	0	0	0	0	
P27361	Q13541	1	0	0	0	0	0	
P01133	Q13541	1	0	0	0	0	0	
Q9P1W9	Q13541	1	0	0	0	0	0	
P11309	Q13541	1	0	0	0	0	0	
Q5S007	Q13541	1	0	0	0	0	0	
P05019	Q13541	1	0	0	0	0	0	
P01308	Q13541	1	0	0	0	0	0	
Q8IYD1	Q13541	1	0	0	0	0	0	
P42345	Q9UQ35	1	0	0	0	0	0	
P42345	Q641Q2	1	0	0	0	0	0	
P27361	O95817	1	0	0	0	0	0	
P42345	Q9BPZ7	1	0	0	0	0	0	
P42345	Q9H8M2	1	0	0	0	0	0	
Q8TB45	Q9H063	1	0	0	0	0	0	
P42345	P55199	1	0	0	0	0	0	
P42345	Q5T4S7	1	0	0	0	0	0	
P42345	Q9H5H4	1	0	0	0	0	0	
P42345	Q8IYB3	1	0	0	0	0	0	
P42345	O75179	1	0	0	0	0	0	
Q9UBE8	Q8N122	1	0	0	0	0	0	
P01308	Q8N122	1	0	0	0	0	0	
P01241	Q8N122	1	0	0	0	0	0	
P45983	P31749	1	0	0	0	0	0	
Q9BVC4	O75385	1	0	0	0	0	0	
P04264	Q8TB45	1	0	0	0	0	0	
P42345	O00418	1	0	0	0	0	0	
Q8IVH8	P19484	1	0	0	0	0	0	
Q8TB45	P19484	1	0	0	0	0	0	
P14635	P04198	1	0	0	0	0	0	
P61981	P04198	1	0	0	0	0	0	
P06493	P04198	1	0	0	0	0	0	
P42345	P26358	1	0	0	0	0	0	
P42345	Q9H4A3	1	0	0	0	0	0	
P42345	Q9NQG5	1	0	0	0	0	0	
Q9HCP0	P25054	1	0	0	0	0	0	
P48730	P25054	1	1	0	1	1	0	
P78368	O75581	1	0	0	0	0	0	
P48426	O75581	1	0	0	0	0	0	
P04264	Q8TD43	1	0	0	0	0	0	
Q8N752	Q8TD43	1	0	0	0	0	0	
P04264	O95863	1	0	0	0	0	0	
Q92630	O95863	1	0	0	0	0	0	
Q15172	P35222	1	0	0	0	0	0	
P24941	P35222	1	0	0	0	0	0	
P04264	P35222	1	0	0	0	0	0	
P12036	P35222	1	0	0	0	0	0	
Q9P2X3	P35222	1	0	0	0	0	0	
P78317	P35222	1	0	0	0	0	0	
P35790	P35222	1	0	1	1	0	1	
Q9Y291	P35222	1	0	0	0	0	0	
P45985	P35222	1	0	0	0	0	0	
P24385	P35222	1	0	0	0	0	0	
P35222	P24385	1	1	1	1	1	0	
P41221	P35222	1	0	0	0	0	0	
P49674	P12830	1	0	0	0	0	0	
P48729	P12830	1	0	0	0	0	0	
P60484	O14641	1	0	0	0	0	0	
P32239	Q9BZL6	1	1	0	1	1	0	
P48729	Q9BZL6	1	0	0	0	0	0	
P04264	Q14457	1	0	0	0	0	0	
P48729	Q14457	1	0	0	0	0	0	
P48729	Q9Y4G8	1	0	0	0	0	0	
Q8N752	P56537	1	0	0	0	0	0	
O00254	P56817	1	0	0	0	0	0	
P35790	P56817	1	0	0	0	0	0	
P04264	P30304	1	0	0	0	0	0	
P01584	P17181	1	0	0	0	0	0	
P36551	P30304	1	0	0	0	0	0	
Q13233	Q12968	1	0	1	1	0	1	
P48730	Q12778	1	1	0	1	1	0	
Q9Y6M4	Q12778	1	1	0	1	1	0	
P78368	Q12778	1	1	0	1	1	0	
P49674	Q12778	1	1	0	1	1	0	
P04264	Q12778	1	0	0	0	0	0	
Q8N752	Q12778	1	0	0	0	0	0	
P50613	Q00535	1	0	0	0	0	0	
P48730	Q00535	1	1	0	1	1	0	
P11274	P63104	1	0	0	0	0	0	
P48729	Q04206	1	0	0	0	0	0	
P48729	O60341	1	0	0	0	0	0	
Q8N752	P17931	1	0	0	0	0	0	
P04264	P62745	1	0	0	0	0	0	
Q8N752	P62745	1	0	0	0	0	0	
P43405	P30307	1	0	0	0	0	0	
Q13535	P30307	1	0	0	0	0	0	
P08246	P30307	1	0	0	0	0	0	
P35790	P30307	1	0	0	0	0	0	
Q8TDC3	P30291	1	0	0	0	0	0	
P31749	P30291	1	0	0	0	0	0	
P50613	Q15797	1	0	0	0	0	0	
P41221	Q15797	1	0	0	0	0	0	
P50750	Q9H0D6	1	0	0	0	0	0	
Q13233	P84022	1	0	0	0	0	0	
P04626	P84022	1	0	0	0	0	0	
P48061	P84022	1	0	0	0	0	0	
P24941	O00267	1	0	0	0	0	0	
P45985	P04637	1	0	0	0	0	0	
P06241	P04637	1	0	0	0	0	0	
P53778	P04637	1	1	0	1	1	0	
P63302	P04637	1	0	0	0	0	0	
P06493	O00267	1	0	0	0	0	0	
P50750	P37231	1	0	0	0	0	0	
Q16832	P37231	1	0	0	0	0	0	
O60496	P37231	1	0	0	0	0	0	
Q02790	P37231	1	0	0	0	0	0	
P50750	Q02539	1	0	0	0	0	0	
P24941	Q01094	1	0	1	1	0	1	
O75116	P98082	1	0	0	0	0	0	
P48730	P30291	1	0	0	0	0	0	
P48730	Q6U7Q0	1	0	0	0	0	0	
P48730	P27707	1	0	0	0	0	0	
P04264	Q16665	1	0	0	0	0	0	
Q13535	P27707	1	0	0	0	0	0	
P55040	P27707	1	0	0	0	0	0	
P06213	P27707	1	0	0	0	0	0	
Q13153	Q00987	1	0	0	0	0	0	
Q13153	P45985	1	1	0	1	1	0	
Q13464	P45985	1	1	0	1	1	0	
O75116	P45985	1	1	0	1	1	0	
P63000	P45985	1	1	0	1	1	0	
P98161	P45985	1	0	0	0	0	0	
P05412	P45985	1	0	0	0	0	0	
Q9H4B4	O43852	1	0	0	0	0	0	
Q9NYY3	O43852	1	0	0	0	0	0	
Q9H4B4	P62258	1	0	0	0	0	0	
P15056	P68104	1	0	0	0	0	0	
P04049	P68104	1	0	0	0	0	0	
O75116	P19634	1	1	0	1	1	0	
Q99986	O60934	1	0	0	0	0	0	
P06213	O60934	1	0	0	0	0	0	
Q13535	Q9NZN8	1	0	0	0	0	0	
Q13535	Q9BUG6	1	0	0	0	0	0	
Q13535	Q01844	1	0	0	0	0	0	
P45983	Q01844	1	0	0	0	0	0	
Q13315	Q01844	1	0	0	0	0	0	
Q13535	Q8N4S0	1	0	0	0	0	0	
Q13315	Q8TAQ2	1	0	0	0	0	0	
O14757	P38398	1	0	0	0	0	0	
P38398	O14757	1	0	0	0	0	0	
Q13315	Q8N163	1	0	0	0	0	0	
O96017	Q8N163	1	0	0	0	0	0	
Q13535	P54132	1	0	0	0	0	0	
Q13535	P39880	1	0	0	0	0	0	
Q13535	Q9UER7	1	0	0	0	0	0	
Q13535	Q9Y285	1	0	0	0	0	0	
P17612	Q9UH99	1	0	0	0	0	0	
Q13535	Q9H6E5	1	0	0	0	0	0	
P01579	Q13315	1	0	0	0	0	0	
O15105	Q13315	1	0	0	0	0	0	
P06213	Q13315	1	0	0	0	0	0	
Q9Y2N7	Q13315	1	0	0	0	0	0	
Q92547	O14757	1	0	0	0	0	0	
P06213	O14757	1	0	0	0	0	0	
Q9NY74	O14757	1	0	0	0	0	0	
P54274	O14757	1	0	0	0	0	0	
O14757	Q9P2D1	1	0	0	0	0	0	
Q9P2D1	O14757	1	0	0	0	0	0	
P68400	O14757	1	0	0	0	0	0	
O60934	O14757	1	0	0	0	0	0	
Q13315	P40692	1	0	0	0	0	0	
Q13535	Q8IX01	1	0	0	0	0	0	
Q13315	Q9UFW8	1	0	0	0	0	0	
Q13535	Q8WVB6	1	0	0	0	0	0	
P15927	O14757	1	0	0	0	0	0	
Q13315	Q13098	1	0	0	0	0	0	
Q13535	O94880	1	0	0	0	0	0	
Q13535	Q7Z6Z7	1	0	0	0	0	0	
Q13535	Q9Y248	1	0	0	0	0	0	
Q9NZC9	P78527	1	0	0	0	0	0	
P78527	Q9C0C2	1	0	0	0	0	0	
Q9C0C2	P78527	1	0	0	0	0	0	
Q96QC0	P78527	1	0	0	0	0	0	
P06213	P78527	1	0	0	0	0	0	
O75390	P78527	1	0	0	0	0	0	
P41279	O14757	1	1	0	1	1	0	
Q6UXB2	O14757	1	0	0	0	0	0	
P35240	O14757	1	0	0	0	0	0	
P27695	O14757	1	0	0	0	0	0	
P12004	O14757	1	0	0	0	0	0	
P31350	O14757	1	0	0	0	0	0	
Q8WXF7	O14757	1	0	0	0	0	0	
P23921	O14757	1	0	0	0	0	0	
Q5T3J3	O14757	1	0	0	0	0	0	
Q96K30	O14757	1	0	0	0	0	0	
Q14565	O14757	1	0	0	0	0	0	
P51532	O14757	1	0	0	0	0	0	
P16104	O14757	1	0	0	0	0	0	
P78527	O14757	1	0	0	0	0	0	
Q13535	Q14676	1	0	0	0	0	0	
O15111	P06748	1	0	0	0	0	0	
Q13535	Q14191	1	0	0	0	0	0	
Q13315	Q96RL1	1	0	0	0	0	0	
P06213	Q01094	1	0	0	0	0	0	
Q15910	P38398	1	1	0	1	1	0	
Q06787	P38398	1	0	0	0	0	0	
Q13535	P25205	1	0	0	0	0	0	
Q13535	P49006	1	0	0	0	0	0	
P17252	Q12933	1	0	0	0	0	0	
P31749	Q12933	1	0	0	0	0	0	
Q05513	P61587	1	0	0	0	0	0	
P04141	Q07812	1	0	0	0	0	0	
Q05513	P46937	1	0	0	0	0	0	
P32119	P08047	1	0	0	0	0	0	
O95750	Q15466	1	0	0	0	0	0	
P02786	Q15831	1	0	0	0	0	0	
P01308	Q15831	1	0	0	0	0	0	
P01350	Q15831	1	0	0	0	0	0	
P01133	Q15831	1	0	0	0	0	0	
P12270	Q15831	1	0	0	0	0	0	
P14210	Q15831	1	0	0	0	0	0	
Q96EB6	Q15831	1	0	0	0	0	0	
P61586	Q15831	1	0	0	0	0	0	
Q86WV6	Q15831	1	0	0	0	0	0	
P01375	Q15831	1	0	0	0	0	0	
Q9NRD9	Q15831	1	0	0	0	0	0	
P09038	Q15831	1	0	0	0	0	0	
P16234	Q15831	1	0	0	0	0	0	
P05019	Q15831	1	0	0	0	0	0	
P04085	Q15831	1	0	0	0	0	0	
P08246	Q15831	1	0	0	0	0	0	
P01584	Q15831	1	0	0	0	0	0	
P01127	Q15831	1	0	0	0	0	0	
P50613	Q00534	1	0	0	0	0	0	
P41279	P06493	1	0	0	0	0	0	
P11802	P06493	1	0	0	0	0	0	
P51946	P06493	1	1	0	1	1	0	
P45984	P11802	1	0	0	0	0	0	
P50613	Q9NYV4	1	0	0	0	0	0	
Q13888	P10276	1	0	0	0	0	0	
P51948	P10276	1	1	0	1	1	0	
O15111	Q04864	1	0	0	0	0	0	
O94952	Q14653	1	0	0	0	0	0	
O15455	Q14653	1	1	0	1	1	0	
Q16543	Q14653	1	0	0	0	0	0	
O95786	Q14653	1	1	0	1	1	0	
O75569	Q14653	1	0	0	0	0	0	
O00206	Q14653	1	0	0	0	0	0	
P14210	Q04206	1	0	0	0	0	0	
Q7Z434	Q04206	1	0	0	0	0	0	
Q9UHD2	Q9NQC7	1	0	0	0	0	0	
Q14164	Q9NQC7	1	0	1	1	0	1	
P06213	Q9NQC7	1	0	0	0	0	0	
O14920	Q8N3F0	1	0	0	0	0	0	
O14920	P20749	1	0	0	0	0	0	
P01375	P23396	1	0	0	0	0	0	
O14920	Q01201	1	0	0	0	0	0	
P19525	P35568	1	0	0	0	0	0	
P05198	P35568	1	0	0	0	0	0	
O14920	Q16875	1	0	0	0	0	0	
P01375	P19838	1	1	0	1	1	0	
O14920	Q9Y4G8	1	0	0	0	0	0	
O14920	Q9BXH1	1	0	0	0	0	0	
Q13177	O14950	1	0	0	0	0	0	
Q9UQM7	Q14457	1	0	0	0	0	0	
Q16644	Q14457	1	0	0	0	0	0	
P49137	Q14457	1	0	0	0	0	0	
Q8NDZ4	P38936	1	0	0	0	0	0	
Q8N5A5	P38936	1	0	0	0	0	0	
P04792	P38936	1	0	0	0	0	0	
P14210	P38936	1	0	0	0	0	0	
Q06187	Q9UJV9	1	0	0	0	0	0	
Q08881	P51813	1	0	0	0	0	0	
P31749	P20749	1	0	0	0	0	0	
Q15382	Q96B36	1	1	0	1	1	0	
Q9BY84	Q96B36	1	0	0	0	0	0	
Q15582	Q96B36	1	0	0	0	0	0	
P05019	Q96B36	1	0	0	0	0	0	
P11309	Q96B36	1	0	0	0	0	0	
Q96BR1	Q96B36	1	0	0	0	0	0	
P01138	Q96B36	1	0	0	0	0	0	
P60484	Q96B36	1	0	0	0	0	0	
P15336	Q96B36	1	0	0	0	0	0	
Q15349	P22736	1	0	0	0	0	0	
O43704	P24385	1	0	0	0	0	0	
Q13627	Q02363	1	0	0	0	0	0	
Q13237	Q12778	1	0	0	0	0	0	
P05019	Q12778	1	0	0	0	0	0	
P01308	Q12778	1	0	0	0	0	0	
P60484	Q12778	1	0	0	0	0	0	
P60484	P29474	1	0	0	0	0	0	
Q16566	P29474	1	0	0	0	0	0	
O14757	O60343	1	0	0	0	0	0	
P01308	O60343	1	0	0	0	0	0	
P23443	P33778	1	0	0	0	0	0	
Q13464	Q14CB8	1	0	0	0	0	0	
O75116	Q14CB8	1	0	0	0	0	0	
P01308	P02545	1	0	0	0	0	0	
Q9Y243	P49815	1	0	1	1	0	1	
P60484	P49815	1	0	0	0	0	0	
P09603	P49815	1	0	0	0	0	0	
Q9Y243	Q92794	1	0	0	0	0	0	
P31751	Q92794	1	0	0	0	0	0	
Q9Y243	Q13950	1	0	0	0	0	0	
P31751	Q13950	1	0	0	0	0	0	
P31749	P54578	1	0	0	0	0	0	
P01308	P23769	1	0	0	0	0	0	
Q14289	Q12778	1	0	0	0	0	0	
Q9NPH5	Q12778	1	0	0	0	0	0	
P01308	P98177	1	0	0	0	0	0	
P31749	P29401	1	0	0	0	0	0	
P31749	P35232	1	0	0	0	0	0	
P60484	Q07352	1	0	0	0	0	0	
P60484	P09601	1	0	0	0	0	0	
P31749	P56270	1	0	0	0	0	0	
P31749	Q99418	1	0	0	0	0	0	
Q14289	P42345	1	0	0	0	0	0	
Q9Y5X9	P42345	1	0	0	0	0	0	
P14222	P42345	1	0	0	0	0	0	
P10451	P42345	1	0	0	0	0	0	
P41567	P42345	1	0	0	0	0	0	
P28799	P42345	1	0	0	0	0	0	
P43490	P42345	1	0	0	0	0	0	
P05109	P42345	1	0	0	0	0	0	
P06702	P42345	1	0	0	0	0	0	
P01308	P42345	1	0	0	0	0	0	
P01019	P42345	1	0	0	0	0	0	
P01275	P42345	1	0	0	0	0	0	
O75593	P42345	1	0	0	0	0	0	
P05231	P42345	1	0	0	0	0	0	
P00734	P42345	1	0	0	0	0	0	
Q9UBU3	P42345	1	0	0	0	0	0	
P05067	P42345	1	0	0	0	0	0	
P01133	P63000	1	0	0	0	0	0	
P01375	P63000	1	0	0	0	0	0	
P35790	P63000	1	0	0	0	0	0	
P68400	Q8N6T7	1	0	0	0	0	0	
Q8NDZ4	O75376	1	0	0	0	0	0	
Q5QJ74	O43521	1	0	0	0	0	0	
P31749	Q96HP0	1	0	0	0	0	0	
P04626	Q96HP0	1	0	0	0	0	0	
P60484	Q04912	1	0	0	0	0	0	
P31749	Q8WYL5	1	0	0	0	0	0	
P60484	Q92547	1	0	0	0	0	0	
O43766	Q09472	1	0	0	0	0	0	
P01133	Q15121	1	0	0	0	0	0	
O14920	P41279	1	0	0	0	0	0	
P31751	Q7Z589	1	0	0	0	0	0	
O75460	Q7Z589	1	0	0	0	0	0	
Q9Y243	Q7Z589	1	0	0	0	0	0	
P28482	P14618	1	0	0	0	0	0	
Q09472	P14618	1	0	0	0	0	0	
Q02750	P14618	1	0	0	0	0	0	
P01133	P14618	1	0	0	0	0	0	
Q13526	P14618	1	0	0	0	0	0	
Q16610	P14618	1	0	0	0	0	0	
P10599	P29474	1	0	0	0	0	0	
Q15389	P29474	1	0	0	0	0	0	
P01282	P29474	1	0	0	0	0	0	
P05113	P29474	1	0	0	0	0	0	
P25098	P29474	1	0	0	0	0	0	
P78380	P29474	1	0	0	0	0	0	
P17936	P29474	1	0	0	0	0	0	
Q13535	P29474	1	0	0	0	0	0	
P10646	P29474	1	0	0	0	0	0	
P22607	P29474	1	0	0	0	0	0	
P41159	P29474	1	0	0	0	0	0	
P01275	P29474	1	0	0	0	0	0	
P49767	P29474	1	0	0	0	0	0	
Q8WWA0	P29474	1	0	0	0	0	0	
Q9UBK2	P29474	1	0	0	0	0	0	
Q86XP6	P29474	1	0	0	0	0	0	
Q8NAU1	P29474	1	0	0	0	0	0	
P43490	P29474	1	0	0	0	0	0	
P01588	P29474	1	0	0	0	0	0	
Q9H160	P29474	1	0	0	0	0	0	
P05019	P29474	1	0	0	0	0	0	
P09601	P29474	1	0	0	0	0	0	
P01133	P29474	1	0	0	0	0	0	
P12931	P29474	1	0	0	0	0	0	
P15692	P29474	1	1	0	1	1	0	
O43934	P29474	1	0	0	0	0	0	
P48061	P29474	1	0	0	0	0	0	
P01375	P29474	1	0	0	0	0	0	
Q07021	P29474	1	0	0	0	0	0	
